corename,latitude,longitude,wdepth,sdepth,mgca,clean,size_lower,size_upper,omega,pH,t_annual,s_annual,t_seasonal,s_seasonal,grid_lat,grid_lon,include,species,reference1,reference2,reference_link1,reference_link2,omega_inv_sq,clean_method
M35032-1,16.58833333,-78.615,1363,0.5,4.91,0,355,400,1.871693492,8.097722054,27.89398956,35.81778717,27.893984,35.81778399,16.5,-78.5,1,ruber_w,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.285450323,non_reductive
M35032-1,16.58833333,-78.615,1363,0.5,4.33,0,355,400,1.871693492,8.097722054,27.89398956,35.81778717,27.893984,35.81778399,16.5,-78.5,1,sacculifer,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.285450323,non_reductive
M35034-3,16.90333333,-79.05833333,1212,0.5,5.34,0,355,400,1.896856785,8.097722054,27.90149117,35.89030075,27.90145826,35.89031378,16.5,-79.5,1,ruber_p,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.277927112,non_reductive
M35034-3,16.90333333,-79.05833333,1212,0.5,5.84,0,315,400,1.896856785,8.097722054,27.90149117,35.89030075,27.90145826,35.89031378,16.5,-79.5,1,ruber_w,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.277927112,non_reductive
M35034-3,16.90333333,-79.05833333,1212,0.5,4.34,0,355,400,1.896856785,8.097722054,27.90149117,35.89030075,27.90145826,35.89031378,16.5,-79.5,1,sacculifer,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.277927112,non_reductive
M35035-1,16.89333333,-79.13166667,1252,0.5,4.5,0,355,400,1.896180153,8.097722054,27.90149117,35.89030075,27.90145826,35.89031378,16.5,-79.5,1,ruber_p,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.278125499,non_reductive
M35035-1,16.89333333,-79.13166667,1252,0.5,5.3,0,355,400,1.896180153,8.097722054,27.90149117,35.89030075,27.90145826,35.89031378,16.5,-79.5,1,ruber_w,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.278125499,non_reductive
M35035-1,16.89333333,-79.13166667,1252,0.5,4.41,0,355,400,1.896180153,8.097722054,27.90149117,35.89030075,27.90145826,35.89031378,16.5,-79.5,1,sacculifer,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.278125499,non_reductive
M35036-3,16.91666667,-79.42166667,1196,0.5,4.714,0,355,400,1.896856785,8.097722054,27.90149117,35.89030075,27.90145826,35.89031378,16.5,-79.5,1,ruber_p,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.277927112,non_reductive
M35036-3,16.91666667,-79.42166667,1196,0.5,4.929,0,355,400,1.896856785,8.097722054,27.90149117,35.89030075,27.90145826,35.89031378,16.5,-79.5,1,ruber_w,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.277927112,non_reductive
M35036-3,16.91666667,-79.42166667,1196,0.5,4.066,0,355,400,1.896856785,8.097722054,27.90149117,35.89030075,27.90145826,35.89031378,16.5,-79.5,1,sacculifer,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.277927112,non_reductive
M35037-1,16.91333333,-79.38833333,1190,0.5,4.91,0,355,400,1.896856785,8.097722054,27.90149117,35.89030075,27.90145826,35.89031378,16.5,-79.5,1,ruber_p,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.277927112,non_reductive
M35037-1,16.91333333,-79.38833333,1190,0.5,4.94,0,355,400,1.896856785,8.097722054,27.90149117,35.89030075,27.90145826,35.89031378,16.5,-79.5,1,ruber_w,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.277927112,non_reductive
M35037-1,16.91333333,-79.38833333,1190,0.5,4.41,0,355,400,1.896856785,8.097722054,27.90149117,35.89030075,27.90145826,35.89031378,16.5,-79.5,1,sacculifer,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.277927112,non_reductive
M35038-1,17.26166667,-79.23,1066,0.5,4.7,0,355,400,1.920830131,8.095723152,28.00139046,35.87591171,28.00134929,35.87591743,17.5,-79.5,1,ruber_p,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.271032943,non_reductive
M35038-1,17.26166667,-79.23,1066,0.5,5.23,0,355,400,1.920830131,8.095723152,28.00139046,35.87591171,28.00134929,35.87591743,17.5,-79.5,1,ruber_w,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.271032943,non_reductive
M35038-1,17.26166667,-79.23,1066,0.5,4.34,0,355,400,1.920830131,8.095723152,28.00139046,35.87591171,28.00134929,35.87591743,17.5,-79.5,1,sacculifer,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.271032943,non_reductive
M35039-1,17.92666667,-79.145,1142,0.5,5.62,0,355,400,1.920830131,8.095723152,28.00139046,35.87591171,28.00134929,35.87591743,17.5,-79.5,1,ruber_p,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.271032943,non_reductive
M35039-1,17.92666667,-79.145,1142,0.5,6.02,0,355,400,1.920830131,8.095723152,28.00139046,35.87591171,28.00134929,35.87591743,17.5,-79.5,1,ruber_w,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.271032943,non_reductive
M35039-1,17.92666667,-79.145,1142,0.5,4.64,0,355,400,1.920830131,8.095723152,28.00139046,35.87591171,28.00134929,35.87591743,17.5,-79.5,1,sacculifer,Regenberg2006,Steph2009,http://dx.doi.org/10.1029/2005GC001019,http://doi.org/10.1016/j.marmicro.2008.12.004,0.271032943,non_reductive
MD00-2358,-12.28,112.72,2520,,3.69,0,250,315,1.123322964,8.053302765,27.99689102,34.29868698,27.99687354,34.29868317,-12.5,112.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.792484407,non_reductive
MD00-2359,-9.22,114.72,2775,,4.73,0,250,315,0.9467749,8.068072319,27.85199928,34.23249817,27.85199881,34.23249213,-9.5,114.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,1.115594921,non_reductive
MD00-2359,-9.22,114.72,2775,,4.66,0,250,315,0.9467749,8.068072319,27.85199928,34.23249817,27.85199881,34.23249213,-9.5,114.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,1.115594921,non_reductive
MD00-2360,-20.08,112.67,980,,4.58,0,250,315,1.394578218,8.079796791,25.59691048,34.92711258,25.59694099,34.92714755,-20.5,112.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.514178893,non_reductive
MD00-2374,-46.03,96.48,3250,,1.684195229,0,250,315,1.068913817,8.084446907,7.797890186,34.18718719,7.797856609,34.18718624,-46.5,96.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.87521473,non_reductive
MD00-2374,-46.03,96.48,3250,,1.050795369,0,200,250,1.068913817,8.084446907,7.797890186,34.18718719,7.797856609,34.18718624,-46.5,96.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.87521473,non_reductive
MD01-2377,-12.7322,121.448,2306,,5.24,0,250,350,1.054118872,8.071381569,28.39270973,34.35461044,28.39272944,34.35463905,-12.5,121.5,1,ruber_w,Steinke2005,,http://dx.doi.org/10.1029/2005GC000926,,0.899955059,non_reductive
MD01-2378,-13.0825,121.788,1783,,5.235,0,250,350,1.054678202,8.07871151,28.33959961,34.44701004,28.33960422,34.44705009,-13.5,121.5,1,ruber_w,Steinke2005,,http://dx.doi.org/10.1029/2005GC000926,,0.899000762,non_reductive
MD01-2379,-12.8908,122.757,560,,4.995,0,250,350,1.532854319,8.072294235,28.44540977,34.38181305,28.44542376,34.3818229,-12.5,122.5,1,ruber_w,Steinke2005,,http://dx.doi.org/10.1029/2005GC000926,,0.425596685,non_reductive
MD01-2386,1.13,129.793,2816,0.5,4.99,1,250,315,0.935488164,8.07536602,29.0873909,34.28948975,29.0873553,34.28945859,1.5,129.5,1,ruber_w,Xu2010,,http://dx.doi.org/10.1029/2010PA001934,,1.142676789,reductive
MD01-2390,6.6353,113.409,1545,17.5,4.377,0,250,350,1.176702142,8.073143005,28.50220871,33.14661026,28.50221682,33.14661026,6.5,113.5,1,ruber_w,Steinke2008,,http://doi.org/10.1016/j.quascirev.2007.12.003,,0.722215678,non_reductive
MD01-2391,8.5428,110.341,1312,,4.39,0,250,350,1.245089054,8.080126762,28.12891006,33.27589035,28.12894821,33.27588081,8.5,110.5,1,ruber_w,Steinke2005,,http://dx.doi.org/10.1029/2005GC000926,,0.6450586,non_reductive
MD01-2398,23.9918,124.413,2146.3,,4.535,0,250,350,1.050398111,8.121102333,26.24220085,34.54148865,26.24220912,34.54148134,23.5,124.5,1,ruber_w,Steinke2005,,http://dx.doi.org/10.1029/2005GC000926,,0.906342063,non_reductive
MD02-2488,-46.48,88.02,3420,,1.451887896,0,250,315,0.947680533,8.100193024,8.63160038,34.25011063,8.631600062,34.25010777,-46.5,88.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,1.113463745,non_reductive
MD02-2529,8.20556,-84.12194,1619,136,3.8,1,250,355,0.930475652,7.97730732,28.50090027,32.42721176,28.50089995,32.4272089,8.5,-84.5,1,ruber_w,Leduc2007,,http://doi.org/10.1038/nature05578,,1.155021247,reductive
MD02-2575,29.00167,-87.11889,847,5,3.857,0,315,355,1.765511472,8.031648815,24.55750084,34.35251236,27.13307435,33.72575242,29.5,-87.5,1,ruber_w,Nuernberg2008,,http://doi.org/10.1016/j.epsl.2008.04.051,,0.320818137,non_reductive
MD02-2594,-34.71,17.338,2440,0.5,2.459,1,250,355,1.383812428,8.11674881,17.6593914,35.35368729,19.46390025,35.40022914,-34.5,17.5,1,ruber_w,Dyez2014,,http://doi.org/10.1002/2014PA002698,,0.522210436,reductive
MD03-2674,56.365,-27.814,2829,,2.72675682,0,250,315,1.352528334,8.140756607,9.6667099,35.02381134,9.666728258,35.02380975,56.5,-27.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.546647362,non_reductive
MD03-2707,2.50194,9.39472,1295,14.5,3.43,1,250,300,1.718279123,8.138525009,27.85520935,28.44769096,27.85523097,28.44768079,2.5,9.5,1,ruber_p,Weldeab2007,,http://doi.org/10.1126/science.1140461,,0.338697954,reductive
MD04-2717G,-48.96,65.93,1500,,1.285866326,0,250,315,1.485333443,8.089773178,4.422510147,33.77318954,4.948813707,33.76328993,-48.5,65.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.453264891,non_reductive
MD04-2717G,-48.96,65.93,1500,,0.704539647,0,200,250,1.485333443,8.089773178,4.422510147,33.77318954,4.422534962,33.77319018,-48.5,65.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.453264891,non_reductive
MD04-2718,-48.89,65.96,1428,,1.301493826,0,250,315,1.501654267,8.089773178,4.422510147,33.77318954,4.948813707,33.76328993,-48.5,65.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.443465757,non_reductive
MD04-2718,-48.89,65.96,1428,,0.807446146,0,200,250,1.501654267,8.089773178,4.422510147,33.77318954,4.422534962,33.77319018,-48.5,65.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.443465757,non_reductive
MD04-2721,-48.95,71.13,845,,0.691656989,0,200,250,1.466267228,8.092888832,3.451689959,33.76028824,3.451659153,33.76025263,-48.5,71.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.465129349,non_reductive
MD04-2797,36.95,11.66666667,771,,4.87,0,250,315,4.235188961,8.069964409,18.98429108,37.31188965,24.32213656,37.43409983,36.5,11.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.055751225,non_reductive
MD07-3076Q,-44.153,-14.228,3770,,1.38439741,0,250,315,0.772408187,8.087617874,8.769690514,34.26918793,8.769655983,34.26916822,-44.5,-14.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,1.676124458,non_reductive
MD07-3076Q,-44.153,-14.228,3770,,1.003532291,0,200,250,0.772408187,8.087617874,8.769690514,34.26918793,8.769655983,34.26916822,-44.5,-14.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,1.676124458,non_reductive
MD08-3182,52.7,-35.94,3757,,2.486,0,250,315,1.141906142,8.117798805,9.06430912,34.75941086,9.06433932,34.75942993,52.5,-35.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.766900785,non_reductive
MD12-3394,-48.38,64.59,2320,,0.777491259,0,200,250,1.237471581,8.087862015,4.567609787,33.78031158,4.567647477,33.78031349,-48.5,64.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.653024585,non_reductive
MD12-3401Q,-44.68,80.39,3445,,1.479993607,0,250,315,0.959307373,8.113048553,9.929499626,34.35328674,9.929492553,34.35326195,-44.5,80.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,1.086636866,non_reductive
MD12-3401Q,-44.68,80.39,3445,,1.005813282,0,200,250,0.959307373,8.113048553,9.929499626,34.35328674,9.929492553,34.35326195,-44.5,80.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,1.086636866,non_reductive
MD76-118,-37.32,78.48,2048,,2.521087329,0,250,315,1.228705168,8.117105484,15.42490959,35.22538757,15.42492406,35.22536341,-37.5,78.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.662376064,non_reductive
MD77-176 ,14.52,93.13,1375,,4.7,0,250,315,1.24570024,8.112092018,28.18230057,31.64310074,28.1822923,31.64309804,14.5,93.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.644425777,non_reductive
MD77-191 ,7.5,76.72,1254,,5.13,0,250,315,1.262657762,8.0773983,28.25741005,34.57838821,28.25742658,34.57838217,7.5,76.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.627232704,non_reductive
MD79-255 ,-19,37.5,1226,,3.96,0,250,315,1.449351907,8.079670906,26.51671028,35.06751251,26.51672904,35.06754653,-19.5,37.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.476049713,non_reductive
MD79-257 ,-20.4,36.33,1262,,4.23,0,250,315,1.408591866,8.083363533,26.27170944,35.07579041,26.27171659,35.07577451,-20.5,36.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.503998968,non_reductive
MD80-304,-51.07,67.73,1930,,0.642503133,0,200,250,1.398527026,8.099359512,2.986690044,33.84309006,2.986688336,33.84307575,-51.5,67.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.511279375,non_reductive
MD84-551,-55.02,73.28,2230,,0.57694432,0,200,250,1.328021407,8.103545189,1.209589958,33.86461258,1.209563311,33.8646129,-55.5,73.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.567008865,non_reductive
MD84-552,-54.92,73.83,1780,,0.670615149,0,200,250,1.435142398,8.102941513,1.582289934,33.87028885,1.582289996,33.87026469,-54.5,73.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.485523226,non_reductive
MD84-553,-54.68,76.63,1504,,0.668803405,0,200,250,1.475349307,8.099925995,1.118209958,33.88858795,1.118227496,33.88858859,-54.5,76.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.459420411,non_reductive
MD84-563,-50.72,68.15,1720,,0.797632189,0,200,250,1.463966727,8.098913193,3.049989939,33.84360123,3.049966693,33.84359455,-50.5,68.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.466592322,non_reductive
MD84-568,-48.6,72.67,2241,,0.980319345,0,200,250,1.361111164,8.093226433,4.018889904,33.81480026,4.018873274,33.81478977,-48.5,72.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.539775052,non_reductive
MD87-744,-54.45,-40.52,1975,,0.650547168,0,200,250,1.275420904,8.121491432,1.843389988,33.89620972,1.843389995,33.89623419,-54.5,-40.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.614742075,non_reductive
MD87-745,-54.25,-40.48,1920,,0.921329502,0,250,315,1.275420904,8.121491432,1.843389988,33.89620972,3.579703331,33.85053762,-54.5,-40.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.614742075,non_reductive
MD87-745,-54.25,-40.48,1920,,0.653529653,0,200,250,1.275420904,8.121491432,1.843389988,33.89620972,1.843389995,33.89623419,-54.5,-40.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.614742075,non_reductive
MD88-774,-48.88,115.67,3330,,1.679563599,0,250,315,0.923186421,8.09381485,7.231410027,34.17699814,7.23142763,34.17699528,-48.5,115.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,1.173332727,non_reductive
MD88-795,-50.84,68.02,1870,,0.64041416,0,200,250,1.463966727,8.098913193,3.049989939,33.84360123,3.049966693,33.84359455,-50.5,68.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.466592322,non_reductive
MD90-901,39.947333,1.591333,1560,0,4,0,200,250,3.34715867,8.080286026,19.02889061,37.49160004,19.02886605,37.49160099,39.5,1.5,1,bulloides,Bousetta2012,,http://dx.doi.org/10.1016/j.crte.2012.02.001,,0.089258051,non_reductive
MD90-901 ,39.95,1.56,1560,,3.84,0,250,315,3.34715867,8.080286026,19.02889061,37.49160004,25.08656693,37.51570765,39.5,1.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.089258051,non_reductive
MD90-916,41.5,17.96666667,1150,,3.81,0,250,315,4.11686039,8.103409767,18.32250977,38.42438889,24.02712377,38.36522929,41.5,17.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.059002134,non_reductive
MD90-917,41.28333333,17.61666667,1010,,4.49,0,250,315,4.142765522,8.103409767,18.32250977,38.42438889,24.02712377,38.36522929,41.5,17.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.058266549,non_reductive
MD90-918,39.58333333,18.83333333,695,,4.87,0,250,315,4.395367146,8.104907036,19.22609138,38.48788834,24.72870255,38.54602559,39.5,18.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.051761837,non_reductive
MD92-1002 ,12.02,44.32,1327,,5.43,0,250,315,1.337387562,7.995301723,28.03789139,36.28250122,28.03788853,36.2825079,11.5,44.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.559094784,non_reductive
MD94-103,-45.58,86.53,3600,,1.492965037,0,250,315,0.955067635,8.104740143,9.407600403,34.33469009,9.40760231,34.33465449,-45.5,86.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,1.096305881,non_reductive
MD95-2002,47.45,-8.533333333,2174,,2.823,0,250,315,1.668823719,8.150939941,14.04759026,35.53691101,14.04757444,35.53694661,47.5,-8.5,1,bulloides,Cleroux2008,,http://doi.org/10.1029/2007PA001505,,0.359069959,non_reductive
MD95-2002,47.45,-8.533333333,2174,,2.09,0,250,315,1.668823719,8.150939941,14.04759026,35.53691101,17.3943971,35.52679952,47.5,-8.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.359069959,non_reductive
MD95-2005,57.03,-10.06,2130,,2.62,0,250,315,1.699393392,8.125266075,11.02310944,35.31311035,11.02312271,35.31311321,57.5,-10.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.346267833,non_reductive
MD95-2017,53.02,-33.31,3100,,1.923,0,250,315,1.338476658,8.118400574,8.906190872,34.79288864,8.906183441,34.79288387,53.5,-33.5,1,bulloides,Cleroux2008,,http://doi.org/10.1029/2007PA001505,,0.558185302,non_reductive
MD95-2038 ,37.75,-20.18,2310,,2.84,0,250,315,1.565096259,8.101143837,18.77159119,36.23649979,22.13873291,36.34702047,37.5,-20.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.408242198,non_reductive
MD95-2039,40.58,-10.33,3381,,2.391,0,250,315,1.250561118,8.119987488,16.53929138,35.85649872,16.53926571,35.85648918,40.5,-10.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.639425802,non_reductive
MD95-2043,36.14,-2.62,1841,2,3.217,0,300,355,3.296619654,8.083668709,18.79140091,36.60939026,18.79140663,36.60939217,35.5,-2.5,1,bulloides,Barker2005,,https://doi.org/10.1016/j.quascirev.2004.07.016,,0.09201578,non_reductive
MD97-2100,-35.97,80.93,2510,,2.402702689,0,250,315,1.200842381,8.108663559,16.60259056,35.35250092,16.60256346,35.3525006,-35.5,80.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.693470492,non_reductive
MD97-2101,-43.5,79.84,3200,,1.618617292,0,250,315,1.080500126,8.118127823,11.00119972,34.53950119,11.0011967,34.53949896,-43.5,79.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.856545339,non_reductive
MD97-2120,-45.534,174.9308,1210,22.5,1.667,0,250,355,1.606793761,8.120564461,10.91060925,34.35951233,10.91064175,34.35953426,-45.5,174.5,1,bulloides,Pahnke2003,,http://doi.org/10.1126/science.1084451,,0.387328743,non_reductive
MD97-2138,1.42,146.235,1900,5,4.6,0,250,300,1.126458406,8.069288254,29.38129997,34.34438705,29.38130983,34.3443718,1.5,146.5,1,ruber_w,deGaridel2007,,http://dx.doi.org/10.1029/2006PA001269,,0.788078863,non_reductive
MD97-2138,1.42,146.235,1900,5,4.154,0,355,455,1.126458406,8.069288254,29.38129997,34.34438705,29.38130983,34.3443718,1.5,146.5,1,sacculifer,deGaridel2007,,http://dx.doi.org/10.1029/2006PA001269,,0.788078863,non_reductive
MD97-2141,8.786,141.295,3633,1,4.346,0,212,300,0.872504771,8.071743011,28.86979103,34.09680176,28.86975145,34.09680875,8.5,141.5,1,ruber_w,Rosenthal2003,,http://doi.org/10.1029/2002GL016612,,1.313603749,non_reductive
MD98-2162,-4.69,117.9,1855,0,5.11,0,250,355,1.16242671,8.07844162,28.85669136,32.85939026,28.85666831,32.85936451,-4.5,117.5,1,ruber_w,Visser2003,,http://dx.doi.org/10.1038/nature01297,,0.740063251,non_reductive
MD98-2164,-6.64,119.42,750,,5.27,0,250,350,1.508192658,8.080975533,28.43078995,33.39781189,28.4307758,33.3978405,-6.5,119.5,1,ruber_w,Khider2015,,http://dx.doi.org/10.1002/2015GC005844,,0.439629023,non_reductive
MD98-2165,-9.65,118.34,2100,60,5.265,0,250,315,1.120681167,8.075537682,28.27679062,34.10271072,28.27675056,34.10271517,-9.5,118.5,1,ruber_w,Levi2007,,http://doi.org/10.1029/2006GC001514,,0.796225079,non_reductive
MD98-2165 ,-9.65,118.34,2100,,4.8,0,250,315,1.120681167,8.075537682,28.27679062,34.10271072,28.27675056,34.10271517,-9.5,118.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.796225079,non_reductive
MD98-2170,-10.59,125.39,832,7.5,5.37,0,250,,1.471929908,8.068558693,28.65230942,34.23801041,28.65232642,34.23801676,-10.5,125.5,1,ruber_w,Stott2007,,http://dx.doi.org/10.1126/science.1143791,,0.461557424,non_reductive
MD98-2176,-5,133.44,2382,,4.87,0,250,350,0.968334556,8.075431824,28.26069069,33.81028748,28.2606589,33.8102471,-4.5,133.5,1,ruber_w,Khider2015,,http://dx.doi.org/10.1002/2015GC005844,,1.066471218,non_reductive
MD98-2177,1.4,119.08,968,,5.52,0,250,350,1.340144396,8.072779655,28.89479065,33.69241333,28.8947765,33.69244893,1.5,119.5,1,ruber_w,Khider2015,,http://dx.doi.org/10.1002/2015GC005844,,0.556796903,non_reductive
MD98-2181,6.3,125.833,2114,1,5.21,0,250,,1.069792867,8.061393738,28.76599121,34.15419006,28.76595942,34.15418084,5.5,126.5,1,ruber_w,Stott2007,,http://dx.doi.org/10.1126/science.1143791,,0.873776991,non_reductive
MD99-2203 ,34.97,-75.2,620,,4.43,0,250,315,2.996739864,8.069676399,24.62950897,35.6772995,25.64103211,35.62595918,34.5,-75.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.111352997,non_reductive
MD99-2251,57.447833,-27.907833,2620,4,2.39,0,300,355,1.495100856,8.135663033,9.447390556,35.04850006,9.447361469,35.0484937,57.5,-27.5,1,bulloides,Farmer2008,,http://doi.org/10.1029/2008GC002199,,0.447361926,non_reductive
MD99-2269,66.64133,-20.863167,365,6,0.709,1,,,2.263030052,8.195158958,5.05230999,34.6287117,5.052345912,34.62871297,66.5,-20.5,1,pachy,Kristjansdottir2017,,https://doi.org/10.1177/0959683616652703,,0.19526273,reductive
MD99-2344 ,41.997333,4.835667,2326,,3.82,0,250,315,3.215633869,8.080348969,17.53410912,37.93819046,22.89505768,37.81356684,41.5,4.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.096708982,non_reductive
ME0005A-43JC,7.85583,-83.60833,1368,1,4.21,0,250,355,0.951909184,7.973568439,28.29209137,32.05021286,28.29204909,32.05023098,7.5,-83.5,1,ruber_w,Benway2006,,https://doi.org/10.1029/2005PA001208,,1.103593074,non_reductive
MSM05 5-712-2,78.91566667,6.767333333,1487,12.5,1.01,1,225,290,1.75352633,8.196380615,2.086400032,34.53010178,2.086390878,34.53009923,78.5,6.5,1,pachy,Aagaard2014,Werner2013,https://doi.org/10.1177%2F0959683613515730,http://doi.org/10.1002/palo.20028,0.325218631,reductive
MV99-GC41,25.2,-112.7,540,0.3,3.0922,1,250,355,0.958577394,8.046593666,20.92671013,34.15699005,20.92674239,34.15698369,25.5,-112.5,1,bulloides,Marchitto2010,,http://doi.org/10.1126/science.1194887,,1.088292495,reductive
