corename,latitude,longitude,wdepth,sdepth,mgca,clean,size_lower,size_upper,omega,pH,t_annual,s_annual,t_seasonal,s_seasonal,grid_lat,grid_lon,include,species,reference1,reference2,reference_link1,reference_link2,omega_inv_sq,clean_method
8209,37.84333333,18.16333333,2740,,3.4,0,250,315,3.056383848,8.101291656,19.86070061,38.47208786,24.7548995,38.53028107,37.5,18.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.107049393,non_reductive
8213,38.49766667,18.39183333,2803,,4.31,0,250,315,3.045755148,8.103649139,19.57999992,38.49621201,24.4296751,38.55358219,38.5,18.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.107797832,non_reductive
8214,40.59,18.86833333,800,,3.89,0,250,315,4.331129074,8.105844498,18.45580864,38.47331238,24.13736343,38.40786362,41.5,18.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.053308658,non_reductive
8226,39.06,15.4,1045,,3.54,0,250,315,4.075640678,8.091602325,19.5564003,38.12561035,24.88123417,38.13907528,39.5,15.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.060201626,non_reductive
8234,38.41,13.17,781,,3.29,0,250,315,4.286618233,8.080286026,19.46279907,37.77870178,24.64764786,37.88400841,38.5,13.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.054421485,non_reductive
8248,40.36,11.81,2481,,4.26,0,250,315,3.071179152,8.080424309,18.84329033,38.05498886,24.57573636,38.11616262,40.5,11.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.106020463,non_reductive
A1,41.82638889,17.84138889,1195,,3.62,0,250,315,3.905344486,8.103409767,18.32250977,38.42438889,24.02712377,38.36522929,41.5,17.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.065566395,non_reductive
A7,28.01361,127.0164,1264,2,4.06,1,250,355,1.027620554,8.137692451,24.16720963,34.38529968,25.88224983,34.24296665,28.5,127.5,1,ruber_w,Sun2005,,http://doi.org/10.1029/2004PA001061,,0.946966107,reductive
AII107-107GGC,-30.878,-37.805,2795,2,3.37,1,250,350,1.347278118,8.104707718,21.26268959,35.94118881,23.7520299,35.87104416,-30.5,-37.5,1,ruber_w,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.550916129,reductive
AII107-107GGC,-30.878,-37.805,2795,2,2.94,1,250,350,1.347278118,8.104707718,21.26268959,35.94118881,22.66910281,35.90748051,-30.5,-37.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.550916129,reductive
AII107-117GGC,-30.838,-38.243,3282,3.75,3.35,1,250,350,1.14958775,8.102804184,21.31350899,35.97439957,23.80302954,35.90432739,-30.5,-38.5,1,ruber_w,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.756686081,reductive
AII107-117GGC,-30.838,-38.243,3282,3.75,2.84,1,250,350,1.14958775,8.102804184,21.31350899,35.97439957,22.41421843,35.9474597,-30.5,-38.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.756686081,reductive
AII107-65GGC,-32.035,-36.188,2795,5.5,2.97,1,250,350,1.336374521,8.083849907,19.9066906,35.77501297,22.60633341,35.71756236,-32.5,-36.5,1,ruber_w,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.55994275,reductive
AII107-65GGC,-32.035,-36.188,2795,5.5,2.57,1,250,350,1.336374521,8.083849907,19.9066906,35.77501297,21.98235817,35.73021698,-32.5,-36.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.55994275,reductive
AII107-67GGC,-31.915,-36.205,2587,1.5,2.91,1,250,350,1.481606722,8.096213341,20.56040955,35.8382988,23.29116376,35.76764425,-31.5,-36.5,1,ruber_w,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.455547975,reductive
AII107-67GGC,-31.915,-36.205,2587,1.5,2.8,1,250,350,1.481606722,8.096213341,20.56040955,35.8382988,22.24890169,35.80731837,-31.5,-36.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.455547975,reductive
AII107-69GGC,-31.658,-36.023,2158,2.6,2.71,1,250,350,1.497330546,8.096213341,20.56040955,35.8382988,23.29116376,35.76764425,-31.5,-36.5,1,ruber_w,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.446030576,reductive
AII107-69GGC,-31.658,-36.023,2158,2.6,1.78,1,250,350,1.497330546,8.096213341,20.56040955,35.8382988,22.24890169,35.80731837,-31.5,-36.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.446030576,reductive
AII107-71GGC,-31.515,-35.937,1887,1.5,3.32,1,250,350,1.497330546,8.098464012,20.51780891,35.82328796,23.25869751,35.741141,-31.5,-35.5,1,ruber_w,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.446030576,reductive
AII107-71GGC,-31.515,-35.937,1887,1.5,2.82,1,250,350,1.497330546,8.098464012,20.51780891,35.82328796,22.21780364,35.78981654,-31.5,-35.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.446030576,reductive
AII107-73GGC,-31.412,-35.882,1660,3,3.03,1,250,350,1.424954176,8.098464012,20.51780891,35.82328796,23.25869751,35.741141,-31.5,-35.5,1,ruber_w,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.492490892,reductive
AII107-73GGC,-31.412,-35.882,1660,3,2.93,1,250,350,1.424954176,8.098464012,20.51780891,35.82328796,22.21780364,35.78981654,-31.5,-35.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.492490892,reductive
AII54-5PG,-9.317,-97.603,3960,2.75,2.58,1,250,350,0.780986011,8.040009499,24.14679909,35.33539963,24.14679003,35.33539327,-9.5,-97.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,1.639507812,reductive
ANTII/4 1212-1,-75.52,-56.9,425,,0.584535117,0,200,250,2.079945326,8.131147385,-1.806910038,34.42551041,-1.589739998,34.39341227,-75.5,-55.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.231151205,non_reductive
ANTII/4 1220-3,-76.75,-36.32,996,,0.695372956,0,200,250,1.686415076,8.206479073,-1.600610018,34.2530899,-1.397406658,34.28300476,-76.5,-36.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.351617958,non_reductive
ANTIV/3 1373-2,-72.25,-16.88,1237,,0.56020383,0,200,250,1.533757925,8.216012955,-1.432610035,34.1518898,-0.860410035,33.94040807,-71.5,-16.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.425095356,non_reductive
ANTIV/3 1391-1,-70.1,26.5,1797,,0.611699948,0,200,250,1.276547909,8.105035782,-1.570000052,33.84428787,-1.075276673,33.59960302,-70.5,25.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.613657099,non_reductive
ANTIV/3 1416-1,-74.33,-36.02,1527,,0.746941232,0,200,250,1.409917712,8.198383331,-1.637210011,34.21861267,-1.362573306,34.2192955,-74.5,-36.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.503051522,non_reductive
ANTIV/3 1423-1,-74.7,-61.32,478,,0.767023236,0,200,250,1.815784574,8.096996307,-1.525810003,34.38280106,-0.968440016,34.49300385,-74.5,-59.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.303299263,non_reductive
ANTIX/3 2037-2,-69.71,6.27,1646,,0.717223392,0,200,250,1.28053689,8.117897034,-1.354410052,34.16888809,-0.457640007,33.84908803,-69.5,6.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.609839866,non_reductive
ANTIX/3 2064-2,-69.65,0.02,1580,,0.570927615,0,200,250,1.363781452,8.121889114,-1.273810029,34.13951111,-0.549407512,33.87662315,-69.5,0.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.537663359,non_reductive
ANTIX/4 2083-1,-46.37,7.04,1955,,1.794905756,0,250,315,1.359393597,8.077484131,6.252309799,33.90561295,6.25233833,33.90564664,-46.5,7.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.541139904,non_reductive
ANTIX/4 2083-1,-46.37,7.04,1955,,0.713371363,0,200,250,1.359393597,8.077484131,6.252309799,33.90561295,6.25233833,33.90564664,-46.5,7.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.541139904,non_reductive
ANTV/4 1489-3,-74.66,-31.97,602,,0.657788088,0,200,250,1.908992648,8.219143867,-1.630509973,34.17501068,-1.193536679,34.16760763,-74.5,-31.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.274404664,non_reductive
ANTV/4 1494-3,-74.18,-35.49,1944,,0.587333277,0,200,250,1.269542575,8.202746391,-1.620010018,34.21379852,-1.251640002,34.20752207,-74.5,-35.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.620448102,non_reductive
ANTVI/2 1560-1,-64.61,-68.01,830,,0.716257518,0,200,250,1.647202611,8.116066933,-0.435710013,33.73388672,0.485193312,33.61391894,-64.5,-68.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.368558096,non_reductive
ANTVI/3 1622-1,-78.25,-37.81,1104,,0.654468293,0,200,250,1.63043499,8.205330849,-1.616410017,34.27158737,-1.398043315,34.29729716,-77.5,-37.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.376177682,non_reductive
ANTVIII/6 1815-2,-65.14,34.23,1539,,0.657876367,0,200,250,1.383426905,8.078145027,-0.980910003,33.99320984,-0.073270008,33.89090424,-65.5,34.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.522501528,non_reductive
ANTVIII/6 1818-5,-67.75,33.31,805,,0.669320101,0,200,250,1.667835355,8.098390579,-1.01041007,34.13039017,-0.276588,33.95736237,-67.5,33.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.359495657,non_reductive
ANTXI/2 2519-1,-53.22,-50.1,596,,1.311627944,0,250,315,1.875533581,8.128415108,4.371689796,34.01168823,5.12003997,34.00940561,-53.5,-50.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.284282621,non_reductive
ANTXI/2 2519-1,-53.22,-50.1,596,,1.369302002,0,200,250,1.875533581,8.128415108,4.371689796,34.01168823,4.371664981,34.01166217,-53.5,-50.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.284282621,non_reductive
ANTXI/3 2525-1,-68.27,-73.44,453,,0.68059192,0,200,250,1.738077998,8.126549721,-1.267809987,33.71518707,-0.482860003,33.39702988,-68.5,-73.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.33102552,non_reductive
ANTXI/3 2526-1,-70.01,-80.06,580,,0.621954421,0,200,250,1.675261378,8.125154495,-1.278409958,33.81040955,-0.468010006,33.95077006,-70.5,-80.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.356315609,non_reductive
ANTXI/3 2540-1,-70.06,-87.93,1822,,0.612238222,0,200,250,1.291425347,8.116501808,-1.342710018,33.80008698,-0.667676657,33.73926671,-70.5,-87.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.599599674,non_reductive
ANTXI/3 2544-1,-71.8,-105.19,546,,0.545984885,0,200,250,1.737676024,8.184796333,-1.21420002,33.67521286,-0.488555014,33.81892586,-71.5,-105.5,1,pachy,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.331178689,non_reductive
BJ8-03 13GGC,-7.4006,115.2121,594,4.5,4.5045,1,212,300,1.466166258,8.078252792,28.72609138,33.29831314,28.72608344,33.29831187,-7.5,115.5,1,ruber_w,Linsley2010,,http://doi.org/10.1038/ngeo920,,0.465193415,reductive
BJ8-03 31MCA,-3.8833,119.4539,459,2.5,5.033,1,250,300,1.66434741,8.079694748,29.03190994,33.1352005,29.0319225,33.13520177,-3.5,118.5,1,ruber_w,Oppo2009,,http://doi.org/10.1038/nature08233,,0.361004014,reductive
BJ8-03 32GGC,-3.8826,119.4522,454,4,4.739,1,250,300,1.66434741,8.079694748,29.03190994,33.1352005,29.0319225,33.13520177,-3.5,118.5,1,ruber_w,Oppo2009,,http://doi.org/10.1038/nature08233,,0.361004014,reductive
BJ8-03 34GGC,-3.886,119.4457,503,0.5,4.147,1,250,300,1.66434741,8.079694748,29.03190994,33.1352005,29.0319225,33.13520177,-3.5,118.5,1,ruber_w,Oppo2009,,http://doi.org/10.1038/nature08233,,0.361004014,reductive
BJ8-03 70GGC,-3.574,119.4068,482,9.5,4.844,1,212,300,1.66434741,8.078399658,29.03190994,33.1352005,29.0319225,33.13520177,-3.5,118.5,1,ruber_w,Linsley2010,,http://doi.org/10.1038/ngeo920,,0.361004014,reductive
CD153 MC2,-16.8,41.13,2490,0.5,4.3,0,250,315,1.220420599,8.068079948,27.25369072,35.01171112,27.25364844,35.01173433,-16.5,41.5,1,ruber_w,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,,0.671399388,non_reductive
CD153 MC3,-16.72,40.84,2247,0.5,4.56,0,250,315,1.305435658,8.068088531,27.22790909,35.03588867,27.227935,35.03585752,-16.5,40.5,1,ruber_w,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,,0.586798584,non_reductive
CD153 MC4,-16.68,40.67,2080,0.5,4.11,0,250,315,1.305435658,8.068088531,27.22790909,35.03588867,27.227935,35.03585752,-16.5,40.5,1,ruber_w,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,,0.586798584,non_reductive
CD153 MC5,-16.62,40.45,1820,0.5,4.57,0,250,315,1.341100216,8.068088531,27.22790909,35.03588867,27.227935,35.03585752,-16.5,40.5,1,ruber_w,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,,0.556003512,non_reductive
CD153 MC6,-16.57,40.22,1540,0.5,4.77,0,250,315,1.41138947,8.068088531,27.22790909,35.03588867,27.227935,35.03585752,-16.5,40.5,1,ruber_w,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,,0.502002932,non_reductive
CH100 GGC61,-13.08,167.87,2811,,5.07,0,250,350,0.927765906,8.117186546,28.34848976,34.72600174,28.34847673,34.72600015,-13.5,167.5,1,ruber_w,Khider2015,,http://dx.doi.org/10.1002/2015GC005844,,1.161778091,non_reductive
CH69-K9,41.76,-47.35,4100,,2.1185,0,250,315,1.096440673,8.11668396,16.27550888,34.93111038,16.27551508,34.9311285,41.5,-47.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.831820702,non_reductive
CHN100(129)-87PG ,-7.605,-167.96,3200,6,3.5,1,250,350,0.991760731,8.064041138,29.01770973,35.39241028,29.0177242,35.3924373,-7.5,-167.5,1,ruber_w,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,1.016684455,reductive
CHN100(129)-87PG ,-7.605,-167.96,3200,6,3.02,1,250,350,0.991760731,8.064041138,29.01770973,35.39241028,29.0177242,35.3924373,-7.5,-167.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,1.016684455,reductive
CHO 288-54 ,17.43,-77.65,1020,,5.35,0,250,315,1.858268619,8.095723152,28.06149101,35.79610062,28.06147448,35.79609585,17.5,-77.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.289589635,non_reductive
CI09 ,42.68,3.85,91,,3.13,0,250,315,4.015237808,8.082707405,16.89170074,38.04000092,21.73263359,37.8855629,42.5,4.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.062026526,non_reductive
CP6001-4 PC,14.92,-71.83,3645,21,3.71,1,355,425,1.220960498,8.091050148,27.43119049,35.64881134,27.43115218,35.64883868,14.5,-71.5,1,sacculifer,Hastings1998,,http://doi.org/10.1029/97PA03147,,0.670805745,reductive
D301 MC2,-16.7,40.84,2311,0.5,4.35,0,250,315,1.220420599,8.068088531,27.22790909,35.03588867,27.227935,35.03585752,-16.5,40.5,1,ruber_w,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,,0.671399388,non_reductive
D301 MC3,-16.94,41.71,2650,0.5,4.76,0,250,315,1.220420599,8.068079948,27.25369072,35.01171112,27.25364844,35.01173433,-16.5,41.5,1,ruber_w,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,,0.671399388,non_reductive
D301 MC5,-17.05,42.23,2110,0.5,4.27,0,250,315,1.304516196,8.071809769,27.19310951,35.01398849,27.19313494,35.01395003,-17.5,42.5,1,ruber_w,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,,0.587626062,non_reductive
D301 MC6,-17.25,42.99,1570,0.5,4.55,0,250,315,1.397571564,8.071809769,27.19310951,35.01398849,27.19313494,35.01395003,-17.5,42.5,1,ruber_w,Fallet2012,,http://dx.doi.org/10.1016/j.dsr.2011.10.002,,0.511978695,non_reductive
DED87-07,39.69,13.58,2970,0,4.3,0,200,250,2.918114662,8.083003044,19.40060997,37.91708755,19.40063008,37.91704718,39.5,13.5,1,bulloides,Bousetta2012,,http://dx.doi.org/10.1016/j.crte.2012.02.001,,0.11743439,non_reductive
DED87-07 ,39.69,13.58,2970,,3.95,0,250,315,2.918114662,8.083003044,19.40060997,37.91708755,25.32786369,37.99507141,39.5,13.5,1,ruber_w,Sabbatini2011,,http://dx.doi.org/10.1029/2011GC003675,,0.11743439,non_reductive
EN66-10GGC,6.64,-21.89666667,3527,1.5,3.35,1,250,350,1.201451063,8.103122711,27.66749001,35.30759811,27.66747999,35.30758858,6.5,-21.5,1,ruber_w,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.692768015,reductive
EN66-10GGC,6.64,-21.89666667,3527,1.5,3.18,1,250,350,1.201451063,8.103122711,27.66749001,35.30759811,27.66747999,35.30758858,6.5,-21.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.692768015,reductive
EN66-10GGC,6.64,-21.89666667,3527,1,4.12,0,300,700,1.201451063,8.103122711,27.66749001,35.30759811,27.66747999,35.30758858,6.5,-21.5,1,ruber_w,RosenthalBoyle1993,,http://dx.doi.org/10.1016/0016-7037(93)90435-Y,,0.692768015,non_reductive
EN66-16GGC,5.453333333,-21.14333333,3160,2.25,3.31,1,250,350,1.345623255,8.09681797,27.76169014,35.26319885,27.76165183,35.26320775,5.5,-21.5,1,ruber_w,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.552272009,reductive
EN66-16GGC,5.453333333,-21.14333333,3160,2.25,3.06,1,250,350,1.345623255,8.09681797,27.76169014,35.26319885,27.76165183,35.26320775,5.5,-21.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.552272009,reductive
EN66-16GGC,5.453333333,-21.14333333,3160,0.5,4.405,0,300,700,1.345623255,8.09681797,27.76169014,35.26319885,27.76165183,35.26320775,5.5,-21.5,1,ruber_w,RosenthalBoyle1993,,http://dx.doi.org/10.1016/0016-7037(93)90435-Y,,0.552272009,non_reductive
EN66-21GGC,4.233,-20.625,3792,1,4.075,0,300,700,1.065979481,8.085709572,27.79191017,35.23931122,27.79191653,35.2393144,4.5,-20.5,1,ruber_w,RosenthalBoyle1993,,http://dx.doi.org/10.1016/0016-7037(93)90435-Y,,0.880039792,non_reductive
EN66-26GGC,3.085,-20.015,4745,0.5,3.77,0,300,700,0.953886151,8.080272675,27.6388092,35.29121017,27.63884099,35.29120731,3.5,-20.5,1,ruber_w,RosenthalBoyle1993,,http://dx.doi.org/10.1016/0016-7037(93)90435-Y,,1.099023333,non_reductive
EN66-29GGC,2.46,-19.76166667,5105,4.5,2.97,1,250,350,0.848724127,8.075582504,27.37870026,35.36521149,27.37870153,35.36521943,2.5,-19.5,1,ruber_w,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,1.388247511,reductive
EN66-29GGC,2.46,-19.76166667,5105,4.5,2.67,1,250,350,0.848724127,8.075582504,27.37870026,35.36521149,27.37870153,35.36521943,2.5,-19.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,1.388247511,reductive
EN66-36GGC,4.305,-20.212,4095,2.5,4.465,0,300,700,1.062572837,8.085709572,27.79191017,35.23931122,27.79191653,35.2393144,4.5,-20.5,1,ruber_w,RosenthalBoyle1993,,http://dx.doi.org/10.1016/0016-7037(93)90435-Y,,0.885691712,non_reductive
EN66-38GGC,4.918,-20.498,2937,1,4.125,0,300,700,1.342667103,8.085709572,27.79191017,35.23931122,27.79191653,35.2393144,4.5,-20.5,1,ruber_w,RosenthalBoyle1993,,http://dx.doi.org/10.1016/0016-7037(93)90435-Y,,0.554706562,non_reductive
EN66-44GGC,5.263333333,-21.71166667,3423,1.5,3.45,1,250,350,1.204268098,8.09681797,27.76169014,35.26319885,27.76165183,35.26320775,5.5,-21.5,1,ruber_w,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.689530747,reductive
EN66-44GGC,5.263333333,-21.71166667,3423,1.5,3.28,1,250,350,1.204268098,8.09681797,27.76169014,35.26319885,27.76165183,35.26320775,5.5,-21.5,1,sacculifer,Dekens2002,,http://dx.doi.org/10.1029/2001GC000200,,0.689530747,reductive
ERDC-092BX,-2.225,156.998,1598,,5.07,0,250,315,1.207375765,8.055529594,29.42860985,34.56258774,29.42863639,34.5625639,-2.5,156.5,1,ruber_w,MathienBlard2009,,http://dx.doi.org/10.1029/2008GC002353,,0.685985746,non_reductive
ERDC-092BX,-2.225,156.998,1598,1.5,3.85,1,500,600,1.207375765,8.055529594,29.42860985,34.56258774,29.42863639,34.5625639,-2.5,156.5,1,sacculifer,PalmerPearson2003,,http://doi.org/10.1126/science.1080796,,0.685985746,reductive
F II KR 03,57.93,-29.13,2215,,1.929,0,250,315,1.697940946,8.137052536,8.938699722,35.00188828,8.9387,35.0018638,57.5,-29.5,1,bulloides,VazquezRiverios2016,,http://dx.doi.org/10.1002/2015GC006234,,0.346860493,non_reductive
Fan 17,4.81,4.45,1178,29,3.81,1,250,355,1.645158529,8.123329163,27.89521027,33.8366127,27.89521742,33.83664274,4.5,4.5,1,ruber_p,Parker2016,,http://doi.org/10.1016/j.epsl.2016.05.038,,0.36947452,reductive
FI 73 139 c,54.38,-16.21,2209,,2.239,0,250,315,1.68066144,8.099122047,11.85549068,35.3956871,11.8554798,35.39565309,54.5,-16.5,1,bulloides,Cleroux2008,,http://doi.org/10.1029/2007PA001505,,0.354029562,non_reductive
FI KR02,58.08,-10.72,2005,,2.47,0,250,315,1.699393392,8.139432907,10.69989967,35.31121063,10.69990158,35.31122176,58.5,-10.5,1,bulloides,Cleroux2008,,http://doi.org/10.1029/2007PA001505,,0.346267833,non_reductive
FI KR10,55.6,-14.48,2216,,2.201,0,250,315,1.674450278,8.111621857,11.56400967,35.39688873,11.56401658,35.39686521,55.5,-14.5,1,bulloides,Cleroux2008,,http://doi.org/10.1029/2007PA001505,,0.356660889,non_reductive
FII KR01,52.28,-35.25,3886,,2.006,0,250,315,1.141906142,8.117798805,9.06430912,34.75941086,9.06433932,34.75942993,52.5,-35.5,1,bulloides,Cleroux2008,,http://doi.org/10.1029/2007PA001505,,0.766900785,non_reductive
GeoB10008-4 ,-0.954833,98.259833,934,0.5,7.74,0,250,355,1.341252089,8.057332039,29.26338959,33.65858841,28.80823975,33.65890045,-0.5,98.5,1,bulloides,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.555877604,non_reductive
GeoB10008-4 ,-0.954833,98.259833,934,0.5,5.595,0,250,355,1.341252089,8.057332039,29.26338959,33.65858841,29.26335208,33.65857983,-0.5,98.5,1,ruber_w,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.555877604,non_reductive
GeoB10008-4 ,-0.954833,98.259833,934,0.5,4.5,0,355,500,1.341252089,8.057332039,29.26338959,33.65858841,29.26335208,33.65857983,-0.5,98.5,1,sacculifer,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.555877604,non_reductive
GeoB10010-1 ,-1.178167,97.9815,2937,0.5,6.67,0,250,355,1.033849955,8.058925629,29.05359077,33.81969833,28.79486394,33.79903603,-1.5,97.5,1,bulloides,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.935588713,non_reductive
GeoB10010-1 ,-1.178167,97.9815,2937,0.5,5.085,0,250,355,1.033849955,8.058925629,29.05359077,33.81969833,29.05355835,33.81969007,-1.5,97.5,1,ruber_w,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.935588713,non_reductive
GeoB10010-1 ,-1.178167,97.9815,2937,0.5,4.26,0,355,500,1.033849955,8.058925629,29.05359077,33.81969833,29.05355835,33.81969007,-1.5,97.5,1,sacculifer,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.935588713,non_reductive
GeoB10014-1 ,1.6785,96.981,1158,0.5,6.285,0,250,355,1.28717947,8.063065529,29.01499939,33.6678009,29.01501163,33.6678079,1.5,96.5,1,ruber_w,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.603561864,non_reductive
GeoB10014-1 ,1.6785,96.981,1158,0.5,5.14,0,355,500,1.28717947,8.063065529,29.01499939,33.6678009,29.01501163,33.6678079,1.5,96.5,1,sacculifer,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.603561864,non_reductive
GeoB10016-2 ,1.5965,96.660333,1900,0.5,5.205,0,250,355,1.226021171,8.063065529,29.01499939,33.6678009,29.01501163,33.6678079,1.5,96.5,1,ruber_w,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.665279377,non_reductive
GeoB10016-2 ,1.5965,96.660333,1900,0.5,4.21,0,355,500,1.226021171,8.063065529,29.01499939,33.6678009,29.01501163,33.6678079,1.5,96.5,1,sacculifer,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.665279377,non_reductive
GeoB10022-6 ,-0.5,98.85,706,0.5,8.38,0,250,355,1.414687514,8.057332039,29.26338959,33.65858841,28.80823975,33.65890045,-0.5,98.5,1,bulloides,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.499665034,non_reductive
GeoB10022-6 ,-0.5,98.85,706,0.5,5.33,0,250,355,1.414687514,8.057332039,29.26338959,33.65858841,29.26335208,33.65857983,-0.5,98.5,1,ruber_w,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.499665034,non_reductive
GeoB10022-6 ,-0.5,98.85,706,0.5,4.38,0,355,500,1.414687514,8.057332039,29.26338959,33.65858841,29.26335208,33.65857983,-0.5,98.5,1,sacculifer,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.499665034,non_reductive
GeoB10024-3 ,-0.768167,99.268167,1381,0.5,7.13,0,250,355,1.268324852,8.057387352,29.55579948,33.55519867,28.9293232,33.57215595,-0.5,99.5,1,bulloides,Mohtadi2011,,http://dx.doi.org/10.1029/2011PA002132,,0.621640063,non_reductive
